1,1,1,1,1,1,1,6,6,7,7,7,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,7,8,8,8,8,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,5
1,1,1,1,1,1,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,7,8,8,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,6,7,7,7,7,7,11,11,11,11,11,11,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,5,8,8,8,8,8,8,8
1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,7,7,7,7,7,11,11,11,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,8,8,8,8,8,8,8,8,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,7,8,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,7,7,7,11,11,11,11,11,11,11,11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,9,9,9,9,9,9,9,9,9,9
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,11,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,7,7,7,11,11,11,11,11,11,11,11,12
1,1,1,1,1,1,1,6,7,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,7,7,7,11,12,12
1,1,1,1,1,1,1,1,1,1,1,6,6,6,7,7,11,11,11,11,11,11,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,6,6,6,6,6,6,7,7,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,6,6,6,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,11,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,6,7,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,6,6,6,6,6,6,6,6,7,7,7,11,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,6,7,7,7,7,7,7,7,7,11,11,11,11,12,12,12,12,12,12,12,12,12
1,1,1,1,1,6,6,6,6,6,7,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,7,7,11,11,11,11,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,7,11,11,11,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,7,11,11,11,11,11,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,6,6,6,7,7,9,9,9,9,9,9,9,9,9,9,9,12,12,12
1,1,1,1,1,6,6,6,7,7,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,6,6,7,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,6,7,7,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,5
1,1,1,6,6,7,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,7,7,11,11,11,11,11,11,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,7
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,7,7,7,11,11,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,7,7,7,7,7,8,8,8,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,11,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,8,8,8,8,8,8,8,8,8,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,7,11,11,11,11,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,6,7,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,6,7,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,6,6,7,7,7,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,7,7,7,7,11,11,11,11,11,11,11
1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,6,6,6,7,7,7,7,7,11,11,11,11,11,11,11,11,11,11,11,11
1,1,1,1,1,1,6,6,6,6,6,7,7,7,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,6,6,7,7,8,8,8,8,8,8,8,8,8,8,12,12,12,12,12
1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,7,11,11,11,11,11,11,11,11,11,11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,7,7,7,7,7,11,11
1,1,1,1,1,1,1,1,1,1,6,7,7,7,7,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,6,7,7,7,8,8,8,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,6,6,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,12,12,12,12
1,1,1,1,1,1,6,7,7,7,7,7,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,8,8,8,8,8,8,8,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,6,7,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,6,7,7,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,11,11,11,11,11,11,11,11,11
1,1,1,1,1,6,6,6,7,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,6,6,7,7,7,7,7,8,8,8,8,8,8,8,8,8,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,7
1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,7,11,11,11,11,11,11,11,11,11,11,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,10,10,10,10,10,13,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,7
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,7,7,7,7,11,11
1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,7
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,7,11,11,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,7,7,7,7,7,11,11,11,12,12,12,12,12,12,12
1,1,1,1,1,1,1,4,4,5,5,8,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,6,6,7,7,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,11,11,11,11,11,11,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,7,11,11,11,11,11,11,11,11,11,11,11,12,12,12
1,1,1,1,1,1,1,1,6,7,7,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,6,6,6,7,7,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,6,6,6,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12
1,1,1,1,1,6,7,7,7,7,7,7,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,6,7,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,6,6,7,7,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,8,8,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,11,11,11,11,12,12,12,12,12,12,12,12,12
1,1,1,4,5,8,8,8,8,8,8,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,7,10,10,13,13,13,13,13,13,13,13,13,13,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,7,7,7,11,11,11,11,11,11,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,7,7,8,8,8,8,8,8
1,1,1,1,1,1,1,6,6,6,6,6,7,7,7,7,11,11,11,11,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,6,6,6,6,7,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,8,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,5,8,8,8,8,8,12
1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,8,8,8,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,7,7,7,7,8,8,8
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,7,11,11,11,11,11,11,11,11,11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,11,11,11,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,7,11,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,7,7,7,7,10,10,10,10,10,10,10
1,1,1,1,1,1,6,7,8,8,8,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,6,6,7,7,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,6,6,6,7,9,9,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,4,5,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,6,6,6,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1,1,1,1,1,1,1,6,6,6,7,7,7,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,6,7,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,6,6,6,7,7,8,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,6,6,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1,1,1,1,1,1,6,6,7,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,11,11,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,8,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,7,7,7,7,7,7,11,11,11,11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,8,8,8,8,8,8,8,8,8,8,8,8
1,1,1,1,1,1,6,6,6,7,7,7,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,4,4,4,4,5,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,6,6,6,6,7,7,7,7,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,4,5,5,5,8,8,8,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,6,6,6,7,7,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,7,11,11,11,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,7,11,11,11,11,11
1,1,1,1,1,1,1,1,1,6,7,7,9,9,9,9,9,9,9,9,9,9,9,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,7,7,11,11,11,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11
1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,7,7,11,11,11,11,11,11,11,11,11,11,11,11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,7,7,7,7,7,7,7,11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,7,7,7,7,7,11,11,11,12,12,12,12,12
1,1,1,1,1,1,1,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,5,5,5,5,5,5,5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,7,7,7,11,11,11,11,11,11,11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,8,8,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,8,8,8,8,8,8,12,12,12,12,12,12,12,12,12
1,1,6,6,6,6,7,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,6,6,7,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,11,11,11,11,12
1,1,1,1,1,1,1,1,1,6,6,6,7,7,7,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12
1,1,1,6,6,6,7,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,6,7,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,6,6,7,7,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8
1,1,1,1,1,1,1,1,1,6,6,7,7,7,7,7,7,8,8,8,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,6,6,6,7,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,6,7,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,7,7,7,7,7,7,7,7,11,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,11,11,11,11,11,11,11,11,11
1,1,1,1,1,1,1,6,7,7,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,6,6,6,7,7,7,7,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,7,7,8,8,8,12,12
1,1,1,6,6,6,6,6,6,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,8,8,8,8,8,8,8,8,8
1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,7,11,11,11,11,11,11,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,8,8,8,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,11,11,11,11,12,12,12
1,1,1,1,1,1,1,1,1,1,6,7,7,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,7,11,11,11,11,11,11,11,11,11,11,12
1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,7,7,11,11,11,11,11,11,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,5,5,5,8,8,8,8,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,11,11,11,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,7,7,11,11,11,11,11,11,11,11,11,11,11,11,11
1,1,1,1,1,1,1,1,1,6,7,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,6,6,7,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,6,7,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,4,5,8,8,8,8,8,8,8,8,8,8,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,6,7,8,8,8,8,8,8,8,8,8,8,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,7,7,8,8,8,8,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,7,7,7,8,8,12,12,12
1,1,1,1,1,1,1,1,1,1,6,6,6,7,7,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,6,6,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12
1,1,1,1,1,1,1,1,4,4,4,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1,1,1,1,1,1,6,7,7,7,7,7,7,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,8,8,8,8,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,6,6,7,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,6,6,6,7,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,6,7,7,7,7,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,7,11,11,11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,11,11,11,12,12,12,12,12,12,12
1,1,1,1,1,6,6,7,7,7,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,4,4,4,5,8,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,6,7,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,7,7,8,8,8,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,11,11,11,11,11,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,8,8,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,7,7,7,8,8,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,8,8,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,11,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,7,11,11,11,11,11,11,11,11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,11,11,11,11,11,11,11,11,11,11,11,11,11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,11
1,1,1,1,1,1,6,7,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1,1,1,1,1,1,1,6,6,6,6,6,7,7,7,7,7,7,7,11,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,7,8,12,12,12
1,1,1,1,1,1,1,6,7,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,4,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,12,12,12,12,12,12,12
1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,11,12,12,12,12,12,12,12
1,1,1,1,1,6,6,7,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,8,8,8,8,8,8,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,7
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,11,11,11,11,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,7,7,7,7,8
1,6,7,7,7,7,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,6,6,7,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,6,6,6,6,6,7,7,11,11,11,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,7,7,7,7,11,12,12,12
1,1,1,1,1,1,1,6,7,7,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,4,4,5,8,8,8,8,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,8,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,6,6,6,7,7,7,7,7,7,11,11,11,11,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5,8
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,8,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,7,7,11,11,11,11,11,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,7,7,11,11,11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,6,6,7,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,6,6,6,7,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,11,11,11,11,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,11,11,11,11,11,11,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,7,7,11,11,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,6,6,6,7,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,11,11,11,12,12,12,12,12
1,1,1,1,1,1,1,1,1,1,6,7,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12
